component,explained_variance,explained_variance_ratio,cumulative_variance_ratio
PC430,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC431,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC432,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC433,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC434,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC435,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC436,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC437,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC438,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC439,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC440,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC441,5.9770217377921725e-31,1.3515156842477004e-33,1.0
PC442,5.9770217377921725e-31,1.3515156842477004e-33,1.0
